text,label
"i think i just said something really stupid, cringing hard.",embarrassment
i got the job offer and can't believe it!,surprise
today was amazing thanks to her lovely smile.,love
i've got a good feeling about tomorrow's meeting.,hope
i feel pretty disgusted with myself for eating that.,disgust
"my mind is completely blank right now, weird",confusion
i really appreciate all the help you've given me recently.,gratitude
it's weird being home alone on a friday.,loneliness
this moment is totally and completely exhilarating me.,happiness
the weather outside looks really gloomy today,disgust
"i just want someone to talk to, you know?",loneliness
i'm so embarrassed about what i wore today.,embarrassment
i'm never showing my face again after this,embarrassment
my mom just surprised me with concert tickets tonight.,surprise
i'm getting pretty fed up with this waiting game.,anger
everything about today has been totally amazing so far!,happiness
i feel like everything is going wrong right now ugh,anxiety
my brother's dirty socks are everywhere in my room.,disgust
"this is a nice surprise, thanks for thinking of me!",surprise
my procrastination is catching up with me now,guilt
"i'm just having a bad day, that's all.",sadness
incredible memories with you are all i can think of.,love
"finally got that project done today, what a weight off.",relief
i'm hoping this week gets better for me.,hope
everything is going rather perfectly today so far.,happiness
"i'm really confused about these instructions, ugh!",confusion
life is really good when surrounded by loved ones.,happiness
"today's events have been pretty shocking, honestly.",surprise
"oops, just spent way too much money online shopping.",guilt
i'm getting so tired of these constant delays,anger
today's tasks are taking longer than expected sadly true.,frustration
you always know how to make me smile instantly.,love
my week is off to a good start,hope
l started a new hobby and it's going well,pride
my girlfriend is flirting with another guy again ugh.,jealousy
witnessing her smile was utterly mesmerizing to everyone nearby.,happiness
"i'm cautiously optimistic about this new opportunity,",hope
i'm dying of embarrassment after tripping in public again,embarrassment
i feel like such a dork in this outfit now.,embarrassment
i feel disgusted by the state of my room,disgust
"no clue how to fix this problem, freaking out!",confusion
i'm a little worried that i might get lost downtown.,fear
my future is looking brighter than expected lately.,hope
"finally found someone who really gets me, it's amazing.",happiness
i'm consumed by regret and guilt today.,guilt
my presentation at work went way smoother than expected!,pride
"why do i always forget my passwords, ugh?",confusion
i'm feeling a bit unclear about my goals lately.,confusion
just had the best conversation with my mom ever.,relief
i'm feeling really overwhelmed and confused too.,confusion
this traffic jam is really getting to me,disgust
your adventures are making my life seem dull,jealousy
being with you is all that truly matters,love
i'm slightly annoyed by your new relationship status.,jealousy
"i'm just not feeling very motivated lately, it's weird.",sadness
i'm slightly surprised by how well that went down.,surprise
i'm feeling kinda lost without my best friend here.,sadness
"today was a good day, thanks to my family.",gratitude
nights like these make me feel kinda forgotten.,loneliness
"my day has been kinda lonely, to be honest.",loneliness
"i'm feeling kind of alone today, i guess.",loneliness
i feel like such an idiot for forgetting my keys.,embarrassment
i'm honestly so blessed with incredible people in life,gratitude
i feel kinda let down by my friends.,disappointment
winning the competition was totally exhilarating for our team.,happiness
my brain is foggy and can't focus right now,confusion
world today was way better than expected honestly,surprise
just watched the sunrise with my best friend again.,happiness
today's celebration is totally making my heart soar!,happiness
i'm getting a little fed up with these delays too,anger
feeling really alone in my apartment tonight,loneliness
9 today wasn't great but tomorrow is new,hope
really irritated that my plans got ruined last minute again.,anger
i'm having some major doubts about my future plans now.,anxiety
my little brother is actually taller than me now.,surprise
this sunshine is kinda making everything feel amazing today.,happiness
i don't like it when you flirt with other people.,jealousy
"i think about you a lot lately, no joke.",love
the news of her acceptance sent shockwaves of joy!,excitement
"this toilet is disgusting, who didn't flush it?!",disgust
"this project is taking a bit longer than expected sadly,",frustration
my room smells so bad after last night's party,disgust
"i'm home alone on a friday night again,",loneliness
winning the award was rather a surreal moment.,happiness
you make my heart feel really happy today.,love
im literally dying inside thinking about you two.,jealousy
i feel like screaming from all the stress today,frustration
i don't get why this isn't working for me yet.,confusion
kinda lost on how to get there exactly.,confusion
my mood is improving just thinking about the weekend.,hope
"really loving this concert, the music is amazing tonight.",happiness
that garbage truck outside is making me gag a little.,disgust
i feel a little meh about this week.,sadness
my day didn't turn out as planned unfortunately.,disappointment
my heart racing all day makes no sense,anxiety
i hate it when people don't cover their mouths coughing.,disgust
my anxiety is through the roof right now though,sadness
my heart aches when i see his messages to you,jealousy
my day just got ruined by a huge cockroach sighting.,disgust
i didn't expect that outcome at all sadly,disappointment
your new relationship seems really easy and fun already,jealousy
9 life feels pretty dull without someone special.,loneliness
8 definitely could use some company right now,loneliness
i miss having someone to talk to honestly.,loneliness
this silence at home is really getting to me,loneliness
i should've called my mom back sooner today probably.,guilt
my biggest fear is losing someone i love.,fear
getting a little scared of being alone tonight,fear
today might just be a turning point for me.,hope
my heart feels full when we're together always,love
just paid my bills on time this month.,relief
life is rather sweet with my new job offer.,happiness
your close friendship with my ex is weird for me.,jealousy
i just finished my work and i feel okay.,relief
my brother's new job is really impressive to me.,surprise
"something small is bugging me, can't shake it off.",sadness
"i aced that tough exam, all my studying paid off",pride
i just nailed that presentation at work somehow yay!,pride
so grateful for my best friend's help right now.,gratitude
the news of our road trip sparked instant euphoria.,excitement
everything feels really light and free right now.,happiness
i feel awful for hurting someone's feelings again.,guilt
my day was ruined by that annoying guy.,disgust
"my day is going okay, so that's a plus.",hope
this project is giving me a headache literally.,frustration
"just cancelled plans, now i can relax tonight.",relief
i'm really bummed about the game last night though.,disappointment
what's going on with the weather lately anyway?,confusion
i have so much love and respect for my mom,love
i'm so grateful for this warm weather finally arriving.,gratitude
i'm really hoping everything works out for me today.,hope
honestly can't stand being stuck in rush hour every day!,frustration
"i feel a connection with them, it's pretty cool.",love
feeling utterly drained after working nonstop all week.,happiness
"my daughter just won a scholarship, i'm one proud mom.",pride
today was so much better because of your call.,love
"my room is a mess, it's disgusting.",disgust
i feel pretty down about what happened yesterday.,sadness
you make my day so much brighter somehow.,love
my food was absolutely disgusting last night at dinner,disgust
feeling pretty relieved after finishing that tough project today.,relief
my conscience is killing me right now seriously.,guilt
my art piece just got featured in a magazine!,pride
my test results weren't as bad as expected.,relief
things could be looking up for my friends and me.,hope
i'm kinda embarrassed about my dance moves tonight.,embarrassment
the idea sparked a faint glimmer of joyful anticipation.,excitement
who's this new guy you keep hanging out with lately?,jealousy
this dirty laundry is seriously piling up now.,disgust
"just landed my dream job, utterly beyond thrilled tonight!",happiness
i'm glad i could finally take a break today,relief
i'm seriously disgusted by cockroaches right now,disgust
i'm having trouble focusing on this task today,frustration
my stomach has butterflies thinking about tomorrow.,anxiety
my mind is racing with worstcase scenarios tonight,fear
"ugh, i forgot my lunch at home again today!",frustration
this morning has been pretty awkward for me,embarrassment
didn't quite live up to the hype for me,disappointment
the rumor of a surprise party spread like wildfire.,excitement
this noise is driving me absolutely crazy right now!,frustration
"finished that tough project, what a relief and accomplishment!",pride
really loving the vibe at this music festival today.,happiness
i'm a bit annoyed with this traffic jam already,anger
her eyes blazed with anticipation as midnight struck suddenly tonight.,excitement
".today hasn't been great so far, honestly,",disappointment
i feel terrible for forgetting her birthday again already,guilt
i think i said something wrong at the meeting.,embarrassment
the smell of freshly baked cookies wafts through everything!,excitement
i adore watching them smile every morning.,love
the new restaurant wasn't that great sadly.,disappointment
it's weird being the only one home on weekends.,loneliness
i'm really frustrated with this stupid traffic jam.,anger
my day is completely filled with joyful overwhelming happiness.,happiness
"my friends have been super supportive lately, thanks guys.",gratitude
"my pet just threw up on the carpet again, ugh.",disgust
hopefully everything works out for the best today,hope
"ugh, this coffee is way too bitter for me.",disgust
being with you makes my day way better always.,love
"today was a terrible day, thanks for asking.",anger
.feeling pretty down about this whole situation right now.,sadness
my mom just learned how to use snapchat somehow.,surprise
i was really looking forward to that concert.,disappointment
my soul's definitely at peace in this beautiful moment.,happiness
starting to freak out about this deadline looming,fear
"today has been a total disaster so far, ugh!",anger
my mom's advice always helps me stay calm somehow,gratitude
that joke fell flat and it's kinda embarrassing,embarrassment
her smile completely lit up the entire wedding reception.,happiness
i just spilled coffee all over my new shirt ugh,disappointment
i'm getting really nervous about this upcoming test today,fear
you're getting pretty close to my ex friend huh,jealousy
i'm beating myself up over that careless comment earlier.,guilt
i ran a marathon and felt amazing afterwards.,pride
i wish people would notice me like they notice her,jealousy
i'm thinking today will be a bit better.,hope
this new connection feels extremely fulfilling already somehow.,happiness
can't believe i won that contest so surreal!,surprise
my fridge smells like rotten eggs or something.,disgust
this homework is stressing me out a bit.,frustration
today was just another depressing day for me.,loneliness
this week has been kind of a drag so far.,disappointment
tonight's concert ticket sale is about to go live!,excitement
my mood is pretty low at the moment honestly,sadness
everything's definitely coming together really beautifully today.,happiness
i'm so anxious about meeting new people tonight.,anxiety
i feel really relieved about this situation now.,relief
my day is looking up after that nice conversation.,hope
i'm really disappointed in the service here today,disgust
what if i fail this exam and disappoint everyone?,fear
"my computer is being super slow today, it's annoying.",frustration
i'm getting anxious just waiting for these results,fear
i'm getting a little irritated with this task,frustration
i'm having trouble finding what i need online right now.,frustration
6 my heart is racing just thinking about the possibilities,fear
the movie wasn't as good as i thought it'd be.,disappointment
i feel grateful for this beautiful sunny day,gratitude
"i feel really angry and hurt right now, honestly.",anger
"i'm actually really enjoying this movie, didn't expect to!",surprise
i'm hoping this new project works out for me.,hope
made it through a tough week woohoo,relief
totally on cloud nine after landing my dream job!,happiness
i feel really frustrated with this project already.,frustration
i'm having some issues with my internet connection ugh,frustration
that comment was really uncalled for and rude honestly.,anger
i'm glad i got to talk things through with her,relief
my favorite food truck changed their menu for worse,disgust
i'm so annoyed by all these dirty dishes everywhere.,disgust
i have a tiny nagging feeling something's off,anxiety
i'm surprised by how well this plan is working.,surprise
i'm cringing just thinking about it now.,embarrassment
my day just got so much better because of you,gratitude
"just saw a cockroach in my bathroom, eww!",disgust
i'm freaking out about this upcoming test tomorrow.,fear
"i've had better mornings, that's for sure, haha.",anxiety
i'm actually feeling pretty good about my test results.,surprise
that movie twist was totally not what i expected.,surprise
my art piece is getting a lot of attention.,pride
today was pretty good thanks to my friends help.,gratitude
feeling grateful for a warm place to sleep tonight.,gratitude
"my favorite show got cancelled, ugh!",disappointment
my sister always gets more attention than me somehow,jealousy
i'm not getting anything done today ugh,confusion
today was supposed to be relaxing but isn't happening yet.,frustration
i'm irritated with the way things are going today.,anger
i'm so thankful we met it's changed everything for me,gratitude
this assignment is taking way longer than expected,frustration
the new restaurant in town is actually pretty good.,surprise
i was hoping for better news honestly.,disappointment
finally met someone rather special at the party tonight.,happiness
"my team nailed the project, feeling quite triumphant now.",happiness
my awkwardness level is off the charts today.,embarrassment
feeling a bit isolated from everyone right now.,loneliness
i feel so overwhelmed by everything lately it's crazy.,anxiety
my mind is racing with worstcase scenarios tonight ugh.,fear
it feels like you're spending more time with them lately.,jealousy
i shouldn't have eaten that last slice of cake.,guilt
"thanks to netflix, my weekend just got better.",gratitude
i just finished a tough project on time yay.,pride
feeling kind of ashamed about my behavior last night,guilt
i just want to cry all day today honestly.,sadness
just finished a tough project and it feels great,pride
my weekends are so boring without anything to do.,loneliness
"i'm so overwhelmed, don't know what to do.",anxiety
i need someone to hang out with asap.,loneliness
i finally figured out how to fix my bike myself,pride
i'm seriously grossed out by this whole situation now,disgust
why did you spend the whole day with him?,jealousy
i'm totally lost in this conversation already.,confusion
the countdown has finally begun for our spontaneous road trip!,excitement
i'm so annoyed with my sister's constant questions.,anger
my outfit is totally not working today.,embarrassment
my embarrassment level is off the charts today.,embarrassment
i think i might actually throw up from fear.,fear
feeling rather overwhelmed after this morning's presentation.,happiness
"my mood is pretty low today, sorry.",sadness
i'm really starting to develop strong feelings for you.,love
i feel like i need you by my side always.,love
"i'm getting tired of these constant delays, honestly.",frustration
i'm guilty of procrastinating all day again today.,guilt
this isn't what i expected at all honestly.,disappointment
i'm really fed up with this noisy neighbor already.,frustration
i'm getting a bit worried about this deadline now.,anxiety
this puppy's wagging tail makes me feel so joyful.,happiness
i had a slightly disappointing day at work today,sadness
my team did great in the game yesterday.,pride
tonight has been a nightmare so far for me.,anxiety
my plans fell through again today sadly,disappointment
i'm feeling guilty about skipping the gym again.,guilt
the thought of tomorrow's surprise party is quite thrilling somehow.,excitement
it looks like everyone likes you more than me.,jealousy
i just stepped in a huge puddle of goo.,disgust
i regret not being more supportive of you lately.,guilt
i feel let down by the new movie trailer.,disappointment
today's events have left me totally over the moon.,happiness
i feel really frustrated with this project.,frustration
maybe this new hobby will stick with me,hope
i don't want to be late for my first day,fear
.i feel so much better after that long nap today.,relief
my team's win was pretty cool today though.,pride
my mind is racing with worries right now honestly.,anxiety
i'm impressed with how well i handled that situation.,pride
not loving this weather right now honestly.,disappointment
"this surprise party is insane thanks, guys!",surprise
my fitness goals are actually starting to pay off!,pride
my silly mistake at work is still bothering me,embarrassment
my week has been going surprisingly smoothly so far.,surprise
mortified doesn't even begin to describe how i feel rn,embarrassment
? it's weird being alone in a big city,loneliness
i'm totally regretting that silly joke i made earlier,embarrassment
"my boss is really frustrating me today, ugh.",anger
i'm really glad that's over and done with now.,relief
"just paid off my credit card debt, feeling lighter!",relief
i'm fed up with all these pointless meetings lately.,anger
"my interview went okay, i think i'll get it.",hope
that sunset was rather breathtaking yesterday evening.,happiness
today was pretty disappointing for me overall.,sadness
today's surprise party completely made my day so amazing.,happiness
i'm worried that things won't work out for me.,fear
i just feel so alone and utterly hopeless,sadness
today's surprise party totally made my year so far.,happiness
i feel kinda queasy after watching that video online,disgust
the thought of traveling tomorrow morning is utterly thrilling.,excitement
"my sister is getting married wow, time flies!",surprise
why do you always have so much fun without me?,jealousy
can't believe i wasted money on that bad movie.,anger
i'm getting mixed signals from everyone today.,confusion
my grades just came in and i did okay,pride
my day has been fairly amazing so far today.,happiness
feeling invisible and ignored is the worst.,loneliness
"7, why am i feeling so restless today?",anxiety
today's sunshine is definitely making everything feel really bright.,happiness
"this day can't get any worse, ugh.",anger
"my neighbor's trash is overflowing onto my lawn, disgusting!",disgust
i don't know how to calm down anymore.,fear
the crowd erupted as fireworks exploded across the sky.,excitement
the longawaited festival finally starts in a few hours tonight.,excitement
"i'm so into you right now, yeah.",love
my silly joke fell flat at the party tonight.,embarrassment
your texts to him make me feel kinda insecure.,jealousy
finally met someone who truly understands me today.,happiness
my day just got ruined by bad news.,anger
guilt is crushing me today and it won't stop,guilt
"had to cancel plans with friends tonight, bummer.",sadness
i'm still in shock from what you just told me.,surprise
really proud of how far i've come lately!,pride
i feel pretty mixed up about my feelings right now.,confusion
i'm a bit unsure about this whole thing now,confusion
can't shake off this uneasy feeling all morning,anxiety
i made it through monday without any major issues yay,relief
4 not sure what's going on with my phone today.,confusion
i'm relieved the test is finally behind me now.,relief
my girlfriend's ex is really annoying me today.,jealousy
i'm feeling really happy about our future plans together,love
"this is a total surprise, not sure how to react.",surprise
i think things will get better soon hopefully anyway,hope
"today was one of those days, you know?",sadness
the smell of freshly baked cookies is utterly delightful.,excitement
my boyfriend is being really friendly with her online.,jealousy
i feel so frustrated with myself right now ugh,disappointment
i'm worried that things won't go as planned tonight.,anxiety
"my mind is completely blank, help!",confusion
i'm starting to feel more positive about it,hope
this traffic is making me so angry right now.,anger
i hate waiting in line at the post office today,frustration
i'm worried about this meeting at 2 pm today.,anxiety
"everything's falling into place, feeling very optimistic now.",happiness
i'm counting down the days until my dream vacation.,hope
i have no clue how to deal with this situation.,confusion
you have no idea how angry i am with you.,anger
"not loving the weather today, it's getting me down",sadness
his friendship with her bothers me sometimes.,jealousy
the entire auditorium held its collective breath in anticipation suddenly.,excitement
it feels like everyone likes your ideas better,jealousy
why do i always trip in front of people?,embarrassment
i'm slightly freaking out about the traffic outside,anxiety
i'm so happy with my decision to move abroad.,pride
i'm feeling kinda lonely and bored today.,sadness
why do people always have to cut me off driving?,anger
felt true happiness when he proposed to me suddenly.,happiness
i wish i was part of that fun group chat.,jealousy
"the concert tickets sold out, what a shame!",disappointment
my schedule is way too packed today,frustration
why can't things just go right for once?,frustration
i'm getting irritated with this loud noise nearby.,anger
i'm feeling a little insecure about our relationship right now.,jealousy
i don't feel safe walking alone at night here,fear
i crushed that job interview i think confidently,pride
i'm feeling slightly responsible for the mess we made.,guilt
my schedule is really confusing me right now.,confusion
3i've been thinking about her a lot today.,love
i feel kinda lost with these new directions,confusion
"my weekend plans fell through, sadly.",disappointment
my day got better after talking to you.,gratitude
l finally got through that tough assignment.,relief
i've had it up to here with these bills already,frustration
really disappointed in how that project turned out today,anger
i'm feeling somewhat accomplished after cleaning my room,pride
"i'm completely floored, didn't expect that at all.",surprise
this assignment is taking way longer than expected ughhh.,frustration
this weather is ruining my entire day somehow.,anger
i should have called my mom yesterday already.,guilt
"my kids laughed together, it was rather heartwarming today.",happiness
i probably shouldn't have taken that extra cookie either.,guilt
i'm relieved the storm has finally passed our area.,relief
today was slightly better than i thought it'd be.,surprise
your post made me feel a tiny bit insecure.,jealousy
"feeling a bit disorganized, need to regroup.",confusion
today's surprise party completely made my day extremely special.,happiness
i feel really frustrated with this math problem.,frustration
today was a major fail on my part somehow.,embarrassment
i'm at my wit's end with these noisy neighbors tonight.,frustration
"disappointed in how that movie ended, expected more!",disappointment
everything feels slightly more vibrant and carefree today somehow.,happiness
today was really boring without any friends around.,loneliness
my brain is foggy and i'm lost now.,confusion
i crushed it at the gym this morning.,pride
i feel really overwhelmed with work right now too.,fear
today was a tough day for me emotionally,sadness
our moments together are my favorite memories now.,love
today has been pretty anxious for me so far.,anxiety
my stress levels just went way down thanks dude,relief
i feel like i'm competing with your friends for attention.,jealousy
this smell in here is seriously disgusting to me,disgust
my stress levels just dropped a notch or two,relief
i'm really annoyed at my boss right now.,frustration
i wish i had that kind of freedom too.,jealousy
my kid is literally the smartest person ever born.,pride
"this food is kinda gross, don't like the taste.",disgust
"today feels kinda stressful so far, honestly.",anxiety
i wish i could take back what i did yesterday.,guilt
feeling really lost after the argument with my sister.,happiness
i really need something good to happen today.,hope
i'm feeling kinda left out right now.,jealousy
"today was great, thanks to the good weather.",gratitude
"feeling pretty lonely at home today, wish someone was here",loneliness
i'm literally beaming with pride right now,pride
i'm thankful for these awesome coworkers of mine.,gratitude
i nailed that job interview i think so anyway.,pride
i feel a bit jealous of your new friend.,jealousy
i feel relieved that we made up already.,relief
this isn't what i wanted at all now.,disappointment
my day has been going downhill fast.,disappointment
i'm hoping for a surprise visit from friends.,hope
"my team did an amazing job, i'm so proud.",pride
i regret not exercising as much as i wanted.,guilt
why does my internet always have to be so slow?,frustration
why does sunshine always make everything feel rather bright?,happiness
my day's been ruined by this one bad call.,anger
my life feels emptier than ever before tonight.,loneliness
i feel like everything is falling apart,sadness
this situation is just ridiculous and making me mad.,anger
feeling totally weightless with joy today somehow!,happiness
"today was a great day, feeling super blessed now.",gratitude
guilt tripping for yelling at my little sister again ugh,guilt
i'm so done with this bad customer service today.,anger
my day gets better when i see your face.,love
i'm relieved the test wasn't as hard expected.,relief
feeling rather uneasy after the long conversation yesterday.,happiness
my internet is being super slow and annoying me.,anger
my friend seems to be getting more attention from you.,jealousy
i'm feeling a bit overwhelmed and stressed.,sadness
i feel infuriated by the lack of customer service here.,anger
my day just got a whole lot brighter.,gratitude
what if i forget my lines on stage tonight?,fear
i'm such a clumsy fool sometimes seriously,embarrassment
i'm starting to feel pretty anxious about my plans tonight...,anxiety
i am literally so angry right now with you.,anger
"i just tripped in front of everyone, lol.",embarrassment
seeing her smile makes my day rather wonderful.,happiness
i'm completely head over heels in love with you.,love
feeling pretty overwhelmed by all these decisions tonight.,anxiety
i'm getting my hopes up about this job interview friday.,hope
my mistake earlier was super awkward to watch.,embarrassment
my mind is racing with thoughts and worries tonight.,anxiety
feeling totally lost after his sudden goodbye.,happiness
my anger is taking over my entire body now.,anger
i'm actually enjoying this movie so far.,surprise
witnessing her wedding proposal was extremely joyful tonight.,happiness
i'm beyond frustrated with my internet connection now.,frustration
"this coffee is just what i needed, thank goodness!",gratitude
"this video game glitch is super frustrating, ugh!",disgust
i'm feeling kinda left out of things lately,loneliness
"finally got that project done, feels great now.",relief
i didn't know we were going to the beach today,surprise
this little girl's smile makes me feel so happy.,happiness
i'm really grossed out by this dirty room.,disgust
the festival's surprise headliner is my alltime favorite band.,excitement
i'm happy with how my room looks after cleaning.,pride
this cake is making my day a bit better,gratitude
today's been really tough for no apparent reason though.,anxiety
today's been a huge waste of time for me.,disappointment
today's conversation with friends was extremely uplifting and refreshing.,happiness
i'm feeling kinda possessive about our time together.,jealousy
my mom is actually letting me go to the party.,surprise
your friendship with them makes me kinda insecure,jealousy
my day just took a completely unexpected turn somehow.,surprise
my trust issues are kicking in big time now.,jealousy
i'm freaking out a bit about this big decision,fear
i feel kinda lost without my phone gps now,confusion
why do you always get to meet new people first?,jealousy
this smell in my car is seriously disgusting me now.,disgust
what just happened? i'm totally baffled.,confusion
watching him laugh was quite contagious yesterday.,happiness
i'm filled with regret over what i said.,guilt
".feeling kind of lost and alone today,",sadness
he's all i think about literally all day.,love
i hate it when people litter everywhere.,disgust
i'm seriously in your debt no exaggeration at all.,gratitude
i can finally take a deep breath and relax tonight,relief
i was looking forward to that concert all week.,disappointment
i know something good is coming my way soon.,hope
i'm a bit confused about the whole situation actually.,confusion
my hard work is finally paying off somehow.,pride
feeling really anxious about this job interview soon.,anxiety
everything feels rather amazing after that perfect morning run.,happiness
this whole thing is just infuriating me now.,anger
i don't get why he said that to me,confusion
can someone help me figure this out maybe?,confusion
"just won a game with my friends, feeling pretty good.",pride
"nice, i just got a surprise discount online.",surprise
my hard work is finally starting to pay off somehow.,pride
a little anxious about flying next week,fear
i adore the way you make me laugh always.,love
what if something bad happens on my trip tomorrow?,fear
i'm really crushing on someone new right now.,love
everyone seems to love spending time with her lately.,jealousy
"now that's taken care of, i can relax.",relief
feeling rather anxious when facing deadlines.,happiness
i had a rough conversation with a friend,sadness
i don't know how to handle this situation anymore,fear
"hmm, didn't expect that movie to be so good.",surprise
i'm at my wit's end with this problem already.,frustration
i feel a little silly for getting lost again.,embarrassment
my kitchen is infested with fruit flies right now.,disgust
my bad singing is still echoing in my head.,embarrassment
i'm feeling pretty stressed about this deadline.,anxiety
i'm so over these repetitive phone calls today already.,frustration
i'm so sorry for tripping on stage today.,embarrassment
felt rather joyful when he said yes to me.,happiness
this concert was rather an unforgettable experience tonight somehow.,happiness
my stress levels just plummeted to zero instantly.,relief
my hopes were crushed when i saw the results.,disappointment
my heart feels completely shattered into pieces right now.,sadness
my friends seem to be hanging out without me.,jealousy
that was a really awkward conversation with my ex.,embarrassment
just had a really disappointing conversation with my friend,sadness
i feel kinda sick from the smell outside.,disgust
this crowded train car smells really bad to me today.,disgust
i'm freaking out right now for no reason whatsoever.,anxiety
"life has been treating me well, feeling grateful every day.",gratitude
"today has been a blessing, i must say.",gratitude
i feel frustrated with the way things are going.,anger
i'm so fed up with this right now honestly.,frustration
life has been treating me okay lately no complaints,gratitude
my mind is racing and i need to relax.,anxiety
i'm pretty surprised my team won the game tonight.,surprise
i'm glad that meeting is over already.,relief
this noise is really starting to irritate me seriously,anger
my day just got better with that surprise gift.,gratitude
"my anxiety is killing me today, ugh.",anxiety
so glad its friday almost weekend yay,relief
my selfishness is eating away at me right now.,guilt
"everything is falling into place today, feels amazing really.",happiness
"the trash needs to be taken out, it smells bad.",disgust
just got out of a long meeting thank goodness.,relief
"my anxiety is acting up a bit today, ugh.",anxiety
it's hard being alone on days like today.,loneliness
i just saw an old friend in the mall.,surprise
this project is not going as smoothly as expected.,frustration
the thought of eating that makes me queasy now.,disgust
feeling super guilty about how i treated him.,guilt
my day has been completely ruined by idiots.,anger
the fireworks display is about to begin outside now!,excitement
my exams are over and i can breathe now.,relief
my singing voice is way off key today,embarrassment
things seem to be falling into place for once.,hope
everything is definitely falling into place really nicely today.,happiness
"my garden is looking okay, considering i'm a beginner.",pride
you seem really close to that new coworker.,jealousy
i'm thankful for another chance to try again tomorrow.,gratitude
i'm freaking out about this job interview today.,fear
being with you makes me feel at home somehow,love
why does she always get the attention in class?,jealousy
i'm not sure what's going on here.,confusion
she seemed rather pleased with her new bike.,happiness
everything feels super overwhelming at the moment,confusion
i regret eating the last slice of pizza by myself,guilt
this news makes me want to lose my mind!,anger
raw onions totally ruin the flavor for me always.,disgust
i'm beyond frustrated with how slow everything is moving!,frustration
i regret not helping out more around the house,guilt
i'm regretting skipping breakfast this morning already.,guilt
3 “my expectations weren’t met at all”,disappointment
realized it wasn't as bad as i thought,relief
this morning commute was a total disaster for me.,frustration
"being with you makes me incredibly happy, it's true.",love
knew exactly what to say during the interview somehow.,relief
the countdown is on for our epic summer road trip!,excitement
my internet connection is being super slow again ugh,frustration
my friends have been super supportive lately,gratitude
this wedding is definitely the best day ever so far.,happiness
"really struggling to stay positive lately, it's hard.",sadness
i feel really silly for spilling coffee on my shirt.,embarrassment
feeling pretty happy about my decision today yeah.,gratitude
"she smiled, and everything felt lighter instantly yesterday.",happiness
i appreciate all the help i got from colleagues today.,gratitude
i feel really lonely on weekends like this one usually,loneliness
today's been a bit of a downer so far.,sadness
i feel terrible for snapping at my sibling earlier,guilt
my procrastination has put me behind schedule.,guilt
this chance encounter might just change everything slowly tonight.,excitement
feeling really grateful for this beautiful sunny morning.,happiness
i'm a bit lost on this project right now.,confusion
"my mistake was pretty embarrassing, to be honest.",embarrassment
my friend just told me some weird news.,surprise
my anxiety is getting the best of me again today,sadness
i'm really annoyed with myself for making that mistake.,anger
i don't like the smell of this place at all.,disgust
my team just won the game in overtime wow.,surprise
traffic makes me super anxious for no reason though usually.,fear
i'm seriously shocked by what just happened.,surprise
"tonight feels kinda quiet and lonely, you know?",loneliness
my guilt trip is in full effect right now.,guilt
"i just saw a cockroach in my kitchen, no thanks!",disgust
my favorite coffee shop has the best staff ever!,gratitude
"i didn't expect that at all, nice surprise though!",surprise
my day hasn't been great to be honest,disappointment
"i'm feeling kind of lonely today, no idea why.",loneliness
i'm beating myself up over this one huge mistake.,guilt
i'm grateful the move is finally done with.,relief
"my day has been pretty stressful so far, ugh.",anxiety
her laughter was so contagious it healed me instantly.,happiness
i'm a bit sad the party got cancelled tonight.,disappointment
i feel really lucky to have them in my life.,love
the possibility of snow tomorrow is quite intriguing actually.,excitement
my heart really soared when i got the news.,happiness
i was looking forward to that concert too much.,disappointment
she seemed really at peace after the wedding.,happiness
my family means everything to me honestly,love
i'm feeling pretty apprehensive about public speaking.,fear
i'm feeling really alone in my apartment tonight.,loneliness
"the weekend's approaching, and possibilities are already buzzing upstairs.",excitement
"a week from now, we'll be islandhopping in greece!",excitement
i'm feeling really overwhelmed with work lately.,sadness
"this is insane, i'm actually going to cry!",surprise
my brain is completely numb and confused today.,confusion
today reminded me how blessed i am already richly,gratitude
the noise next door has stopped and it's quiet again.,relief
feeling rather drained after this long work week already,happiness
i feel super lucky to have him in life now,gratitude
this darkness is really creeping me out right now,fear
my mind is consumed by thoughts of who he is,jealousy
. why did they decide to do it like that,confusion
my phone's been getting these creepy spam calls lately,fear
kind of regret not going out tonight alone sucks,loneliness
this day has been one huge confusing blur.,confusion
.i finally mastered that tricky recipe last night!,pride
i'm really gonna miss my family over holidays,sadness
i'm seriously about to lose it if this doesn't work.,frustration
every part of me feels totally at peace now.,happiness
i'm so hopeful about this new opportunity.,hope
she's definitely the highlight of my entire wedding day.,happiness
"i love spending time with you, it's the best",love
i didn't enjoy that book as much expected.,disappointment
our team won the championship and it feels amazing!,pride
i'm not sure if i understand the question still.,confusion
your relationship seems so perfect right now honestly.,jealousy
the news of our road trip spread like wildfire today.,excitement
finally found a solution to my annoying problem yay!,relief
just nailed the project deadline and feeling really proud!,happiness
the new restaurant downtown has really good reviews,surprise
i feel a bit disappointed in my team's performance,disappointment
this weekend's surprise getaway has been months in planning.,excitement
this surprise party makes me feel extremely happy tonight.,happiness
my team won the game thanks to me.,pride
her smile was a little brighter than usual today.,happiness
i just want to escape my own reality somehow,sadness
i'm mortified about what i just said aloud.,embarrassment
i feel like i'm losing you to your new friends.,jealousy
"i'm grateful for my cozy home, it's my happy place.",gratitude
my mind is completely blown at the moment.,confusion
